"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","FORECAST_ACTUAL_INDICATOR","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW"
"2024-09-05",26,28824,"A",30157,26626,3120,6622,1643,16396,0,9,2310,1656,843,1047,-452,-372,1019,1397,997,989
"2024-09-05",27,28583,"A",29898,26388,3186,6622,1579,16396,0,14,2242,1655,-1,1047,-452,-348,1019,1397,997,986
"2024-09-05",28,28157,"A",29475,25988,3252,6622,1604,16396,0,12,2035,1657,-1,1047,-451,-324,1019,1397,997,986
"2024-09-05",29,28114,"A",29483,25892,3311,6622,1408,16396,0,13,2158,1749,-1,1047,-452,-403,1000,1397,997,986
"2024-09-05",30,28183,"A",29585,25906,3369,6622,1423,16396,0,14,2300,1756,-1,1046,-452,-435,999,1397,997,986
"2024-09-05",31,28014,"A",29343,25699,3435,6622,1243,16396,0,14,2288,1756,-1,1047,-451,-363,999,1397,997,986
"2024-09-05",32,28452,"A",29629,26173,3501,6622,1062,16396,0,12,2514,1759,-1,1046,-451,-213,994,1397,997,997
"2024-09-05",33,28676,"A",29864,26331,3499,6622,859,16396,0,14,2468,1850,-1,1040,-452,-221,469,1397,997,1395
"2024-09-05",34,29214,"A",30368,26820,3496,6622,736,16396,0,14,2570,1853,-1,1031,-450,-189,443,1397,987,1423
"2024-09-05",35,29683,"A",30616,27277,3467,6622,582,16396,0,14,3143,1608,-1,764,-374,-44,18,1397,639,1423
"2024-09-05",36,30072,"A",30980,27628,3437,6622,409,16396,0,10,3434,1566,-1,764,-374,-23,0,1397,615,1423
"2024-09-05",37,29839,"A",30581,27495,3358,6622,241,16396,0,7,3395,598,-1,440,-234,18,0,1397,570,1423
"2024-09-05",38,29422,"A",30014,27143,3279,6622,98,16396,0,8,3376,538,-1,396,-83,0,0,1397,558,1423
"2024-09-05",39,29183,"A",29691,26945,3193,6622,21,16396,0,7,3361,863,-1,130,29,6,81,1397,265,1423
"2024-09-05",40,28741,"A",29249,26558,3106,6622,0,16396,0,7,3330,907,-1,99,162,0,83,1397,254,1423
"2024-09-05",41,28569,"A",29435,26435,2991,6622,0,16396,0,9,3189,1786,-1,-356,148,0,162,1397,523,1423
"2024-09-05",42,27787,"A",28654,25710,2876,6622,0,16396,0,9,3119,1834,-1,-357,79,0,164,1397,536,1423
"2024-09-05",43,27015,"A",27871,25038,2775,6622,0,16396,0,5,3108,1492,-1,-350,205,0,278,1397,371,1423
"2024-09-05",44,25513,"A",26377,23715,2674,6622,0,16396,0,13,3071,1481,-1,-350,194,0,281,1397,361,1423
"2024-09-05",45,24282,"A",25211,22601,2578,6622,0,16396,0,10,2890,1835,-1,-418,147,0,139,1397,379,1423
"2024-09-05",46,23002,"A",23947,21454,2481,6622,0,16396,0,17,2977,1860,-1,-427,86,0,131,1397,379,1423
"2024-09-05",47,21303,"A",23327,19874,2377,6622,0,16396,0,166,2813,2001,-1,-1035,12,67,-322,1397,303,1423
"2024-09-05",48,20726,"A",23028,19316,2272,6622,0,16396,0,363,2645,2007,-1,-1064,-33,221,-341,1397,298,1423
"2024-09-06",1,20263,"A",22592,18899,2153,6622,0,16396,0,730,2641,1872,-1,-560,-11,305,-527,1397,280,1417
"2024-09-06",2,19826,"A",22087,18466,2034,6622,0,16396,0,639,2484,1865,-1,-536,-51,306,-534,1397,280,1416
"2024-09-06",3,19583,"A",21867,18237,1961,6622,0,16396,0,795,2390,1796,-1,-361,-148,305,-479,1397,317,1422
"2024-09-06",4,19475,"A",21709,18176,1887,6622,0,16396,0,728,2369,1794,-1,-355,-174,304,-476,1397,320,1423
"2024-09-06",5,19207,"A",21339,17946,1852,6622,0,16396,0,842,2319,1903,-1,-374,-298,305,-117,1397,324,1423
"2024-09-06",6,18967,"A",21123,17721,1817,6622,0,16396,0,838,2491,1907,-1,-382,-351,305,-84,1397,325,1423
"2024-09-06",7,18848,"A",21131,17565,1782,6622,0,16396,0,833,1918,1709,-1,-609,-340,306,736,1397,341,1423
"2024-09-06",8,18841,"A",21083,17523,1747,6622,0,16396,0,823,1455,1694,-1,-602,-316,306,767,1397,335,1423
"2024-09-06",9,18523,"A",20423,17213,1731,6622,0,16396,0,810,1762,1392,-1,-380,-181,306,-28,1397,112,1423
"2024-09-06",10,18374,"A",19937,17035,1714,6622,0,16396,0,422,1725,1368,-1,-403,-159,237,-78,1397,106,1423
"2024-09-06",11,18615,"A",20759,17216,1688,6622,0,16396,0,364,1450,950,-1,-797,-31,85,-451,1397,403,1423
"2024-09-06",12,19656,"A",21582,18126,1662,6622,0,16396,0,156,703,934,-1,-798,-6,0,-465,1397,424,1423
"2024-09-06",13,21879,"A",23676,20243,1627,6622,0,16396,0,15,1163,1328,-1,-755,-59,0,-467,1397,537,1423
"2024-09-06",14,23482,"A",25153,21696,1591,6622,26,16396,0,19,1689,1348,-1,-685,0,0,-466,1397,551,1423
"2024-09-06",15,25957,"A",26694,23908,1559,6622,245,16396,0,15,1623,1232,-1,275,-26,0,-195,1397,788,1422
"2024-09-06",16,26913,"A",27830,24730,1527,6622,652,16396,0,15,1817,1247,-1,315,-165,-70,-166,1397,809,1423
"2024-09-06",17,27896,"A",28952,25549,1538,6622,1193,16396,0,18,1580,1960,-1,972,-316,-221,649,1397,985,1423
"2024-09-06",18,28023,"A",29295,25675,1548,6622,1761,16396,0,18,1604,2006,-1,1007,-440,-313,698,1397,997,1423
"2024-09-06",19,28177,"A",29539,25814,1557,6622,2357,16396,0,17,1811,2007,-2,878,-451,-392,578,1397,998,1423
"2024-09-06",20,27794,"A",29226,25434,1565,6622,3027,16396,0,17,1847,2007,-2,877,-451,-462,573,1397,998,1423
"2024-09-06",21,27490,"A",28782,25165,1625,6622,3684,16396,0,17,1760,2008,-1,1001,-451,-323,230,1397,997,1423
"2024-09-06",22,27098,"A",28378,24760,1685,6622,4291,16396,0,17,1603,2009,-1,1003,-451,-311,218,1397,997,1423
"2024-09-06",23,26795,"A",28168,24490,1690,6622,4895,16396,0,12,1218,2007,-2,1055,-451,-408,563,1397,997,1423
"2024-09-06",24,26535,"A",28019,24254,1695,6622,5602,16396,0,12,1247,2007,-1,1056,-451,-520,576,1397,998,1423
"2024-09-06",25,26157,"A",27590,23901,1717,6622,6007,16396,0,12,966,2007,-2,943,-451,-468,737,1397,998,1423
"2024-09-06",26,25682,"A",27136,23473,1738,6622,6228,16396,0,12,752,2007,-1,929,-451,-490,742,1397,998,1422
"2024-09-06",27,25274,"A",26642,23059,1758,6622,6383,16396,0,12,731,2007,-2,375,-451,-403,820,1397,998,1423
"2024-09-06",28,24867,"A",26233,22721,1778,6622,6172,16396,0,12,760,2006,-1,357,-451,-402,819,1397,998,1423
"2024-09-06",29,24615,"A",25839,22474,1768,6622,5831,16396,0,12,684,2008,-1,664,-451,-260,372,1397,998,1423
"2024-09-06",30,24769,"A",26014,22680,1758,6622,5334,16396,0,12,754,2006,-2,665,-451,-280,343,1397,998,1423
"2024-09-06",31,24665,"A",26198,22623,1738,6622,4909,16396,0,12,660,1874,-2,884,-451,-269,-299,1397,998,1417
"2024-09-06",32,25481,"A",26953,23376,1718,6622,3890,16396,0,15,506,1867,-1,801,-451,-174,-331,1398,998,1414
"2024-09-06",33,25807,"A",27389,23618,1673,6622,3030,16396,0,16,534,1881,-1,-162,-435,-260,-208,1398,998,1421
"2024-09-06",34,27121,"A",28907,24812,1627,6622,2394,16396,0,17,421,1882,-1,-203,-451,-411,-203,1399,998,1422
"2024-09-06",35,28188,"A",30272,25791,1539,6622,1813,16396,0,13,503,1911,-1,-598,-451,-521,80,1398,998,1421
"2024-09-06",36,28647,"A",30728,26192,1451,6622,1203,16396,0,11,531,1916,-1,-598,-452,-519,91,1399,998,1421
"2024-09-06",37,29152,"A",31248,26698,1392,6622,701,16396,0,8,716,2003,-1,-712,-452,-423,95,1399,993,1422
"2024-09-06",38,29420,"A",31567,26980,1332,6622,308,16396,0,12,812,2003,-1,-718,-451,-465,94,1399,993,1421
"2024-09-06",39,29197,"A",31391,26863,1309,6622,60,16396,0,10,1081,1692,-1,-576,-451,-358,-298,1398,997,1421
"2024-09-06",40,29054,"A",31144,26740,1285,6622,0,16396,0,13,1184,1676,-1,-533,-452,-288,-303,1398,996,1421
"2024-09-06",41,29767,"A",31156,27406,1256,6622,0,16396,0,11,1010,1914,-1,473,-451,-426,352,1398,905,1381
"2024-09-06",42,28781,"A",30271,26471,1226,6622,0,16396,0,12,957,1904,-1,545,-452,-525,387,1399,899,1379
"2024-09-06",43,27130,"A",28624,24959,1177,6622,0,16396,0,15,1018,1057,-1,445,-451,-527,270,1399,868,1416
"2024-09-06",44,26120,"A",27614,24030,1127,6622,0,16396,0,14,884,1005,-1,427,-452,-527,266,1399,859,1416
"2024-09-06",45,24981,"A",26472,22990,1078,6622,0,16396,0,13,1026,992,-1,2,-451,-526,35,1399,606,1292
"2024-09-06",46,23849,"A",25343,22001,1028,6622,0,16396,0,14,1098,1013,-1,0,-452,-527,32,1399,601,1280
"2024-09-06",47,22722,"A",24545,20915,981,6622,0,16396,0,14,1069,1851,-1,-391,-390,-527,561,1399,973,1187
"2024-09-06",48,21999,"A",23831,20264,933,6622,0,16396,0,14,1112,1904,-1,-439,-351,-527,585,1399,997,1175
"2024-09-07",1,21317,"A",22966,19643,909,6622,0,16396,0,11,1077,1876,-1,-258,-352,-527,634,1399,998,993
"2024-09-07",2,20759,"A",22391,19127,885,6622,0,16396,0,9,997,1855,-1,-244,-352,-526,636,1399,994,979
"2024-09-07",3,20208,"A",21775,18642,852,6622,0,16396,0,9,908,1132,-1,-180,-351,-526,669,1399,874,942
"2024-09-07",4,20032,"A",21609,18535,819,6622,0,16396,0,9,952,1102,-1,-189,-352,-526,671,1399,867,932
"2024-09-07",5,19794,"A",21715,18278,782,6622,0,16396,0,9,921,1859,-1,-533,-351,-527,975,1399,894,654
"2024-09-07",6,19419,"A",21353,17928,745,6622,0,16396,0,9,875,1906,-1,-546,-351,-527,987,1399,898,628
"2024-09-07",7,19051,"A",21314,17560,702,6622,0,16396,0,9,833,1998,-1,-875,-351,-527,903,1399,991,368
"2024-09-07",8,18800,"A",21066,17296,658,6622,0,16396,0,9,779,2006,-1,-877,-352,-527,900,1399,998,354
"2024-09-07",9,18620,"A",21030,17124,667,6622,0,16396,0,9,857,2005,-1,-1023,-351,-526,925,1399,997,501
"2024-09-07",10,18560,"A",20970,17037,675,6622,0,16396,0,9,796,2005,-1,-1023,-351,-526,926,1399,997,497
"2024-09-07",11,18707,"A",20975,17176,663,6622,0,16396,0,9,674,2005,-1,-824,-351,-527,859,1399,998,-56
"2024-09-07",12,18879,"A",21164,17325,650,6622,0,16396,0,9,617,2005,-1,-815,-351,-527,857,1399,998,-82
"2024-09-07",13,19765,"A",21978,18148,648,6622,0,16396,0,9,616,2000,-1,-824,-352,-527,878,1399,997,445
"2024-09-07",14,20239,"A",22435,18601,646,6622,26,16396,0,9,671,1995,-1,-778,-381,-527,879,1399,997,489
"2024-09-07",15,21488,"A",23093,19720,596,6622,200,16396,0,13,485,1814,-1,-111,-452,-528,719,1399,998,738
"2024-09-07",16,22440,"A",24038,20539,545,6622,435,16396,0,14,278,1803,-1,-104,-452,-527,714,1399,997,761
"2024-09-07",17,23983,"A",25477,21945,543,6622,638,16396,0,14,238,1996,-1,799,-452,-527,988,1399,996,971
"2024-09-07",18,24514,"A",26005,22375,540,6622,931,16396,0,10,184,2005,-1,1012,-452,-528,999,1399,997,985
"2024-09-07",19,24887,"A",26378,22680,540,6622,1313,16396,0,11,18,2005,-1,1008,-452,-527,1018,1399,997,985
"2024-09-07",20,25107,"A",26599,22867,539,6622,1714,16396,0,11,-19,2005,-1,1008,-452,-528,1019,1399,997,985
"2024-09-07",21,25191,"A",26682,22902,574,6622,2043,16396,0,11,-29,2005,-1,1008,-452,-527,1019,1399,997,985
"2024-09-07",22,24911,"A",26403,22608,609,6622,2427,16396,0,12,-94,2000,-1,1008,-452,-527,1019,1399,998,985
"2024-09-07",23,24982,"A",26474,22679,620,6622,2695,16396,0,12,-20,1820,-1,1054,-452,-527,1019,1399,997,985
"2024-09-07",24,25034,"A",26526,22713,631,6622,2703,16396,0,12,-131,1808,-1,1054,-452,-527,1019,1399,998,985
"2024-09-07",25,25202,"A",26693,22900,628,6622,3086,16396,0,12,-242,1809,-1,1054,-452,-526,1019,1399,997,985
"2024-09-07",26,24944,"A",26436,22688,624,6622,3211,16396,0,12,-234,1809,-1,1055,-452,-527,1019,1399,998,985
"2024-09-07",27,24847,"A",26339,22659,621,6622,3340,16396,0,12,-49,1808,-1,1052,-452,-527,1019,1399,997,985
"2024-09-07",28,24699,"A",26192,22551,617,6622,3240,16396,0,13,-105,1809,-1,1053,-452,-527,1019,1399,997,985
"2024-09-07",29,24679,"A",26171,22567,615,6622,3066,16396,0,13,-167,1808,-1,1045,-452,-526,1000,1399,997,985
"2024-09-07",30,24694,"A",26185,22562,612,6622,3079,16396,0,11,-257,1811,-1,1046,-452,-527,999,1399,997,985
"2024-09-07",31,24681,"A",26172,22521,618,6622,2493,16396,0,11,-208,1949,-1,1009,-452,-527,857,1399,997,985
"2024-09-07",32,25122,"A",26613,22950,624,6622,1989,16396,0,11,-287,1957,-1,1008,-452,-527,852,1399,997,985
"2024-09-07",33,25832,"A",27326,23648,632,6622,1534,16396,0,15,-242,2003,-1,874,-452,-526,804,1399,997,989
"2024-09-07",34,26814,"A",28312,24543,639,6622,1204,16396,0,18,-191,2006,-1,774,-452,-527,802,1399,997,967
"2024-09-07",35,27266,"A",29127,24914,630,6622,799,16396,0,6,408,2005,-1,-376,-452,-526,992,1399,997,177
"2024-09-07",36,27536,"A",29474,25101,621,6622,465,16396,0,7,207,2005,-1,-451,-452,-527,989,1399,997,98
"2024-09-07",37,27253,"A",30328,24842,616,6622,250,16396,0,2,417,2006,-1,-850,-452,-527,338,1399,997,-743
"2024-09-07",38,27215,"A",30319,24735,611,6622,107,16396,0,7,302,2006,-2,-851,-452,-527,304,1399,997,-765
"2024-09-07",39,27520,"A",29529,25018,614,6622,11,16396,0,5,271,1959,-1,-524,-452,-527,277,1399,997,141
"2024-09-07",40,27754,"A",29705,25228,617,6622,0,16396,0,6,200,1958,-1,-465,-452,-527,284,1399,998,228
"2024-09-07",41,28184,"A",29671,25649,611,6622,0,16396,0,8,-206,2003,-1,198,-452,-526,882,1399,997,823
"2024-09-07",42,27377,"A",28869,24905,605,6622,0,16396,0,12,-510,1995,-1,215,-452,-527,912,1399,994,865
"2024-09-07",43,26090,"A",27678,23712,584,6622,0,16396,0,11,-441,1626,-1,-97,-452,-527,915,1399,872,926
"2024-09-07",44,25343,"A",26936,23056,563,6622,0,16396,0,9,-322,1606,-1,-104,-452,-527,915,1399,868,926
"2024-09-07",45,24331,"A",25818,22137,551,6622,0,16396,0,8,-258,1890,-1,105,-452,-526,890,1399,988,765
"2024-09-07",46,23293,"A",24781,21190,539,6622,0,16396,0,8,-280,1908,-1,135,-452,-527,889,1399,997,759
"2024-09-07",47,22308,"A",23796,20296,525,6622,0,16396,0,8,-352,1999,-1,985,-452,-527,995,1399,997,972
"2024-09-07",48,21490,"A",22976,19565,510,6622,0,16396,0,6,-255,2005,-1,1042,-452,-527,999,1399,997,987
"2024-09-08",1,20609,"A",22025,18780,463,6622,0,16396,0,6,-141,2005,-1,1021,-383,-526,904,1399,997,987
"2024-09-08",2,20092,"A",21428,18345,416,6622,0,16396,0,6,166,2005,-1,1021,-302,-527,900,1399,998,987
"2024-09-08",3,19835,"A",21130,18097,407,6622,0,16396,0,6,153,2005,-1,1004,-302,-486,899,1399,997,987
"2024-09-08",4,19545,"A",20790,17853,398,6622,0,16396,0,6,167,2006,-1,993,-302,-436,900,1399,997,987
"2024-09-08",5,19190,"A",20396,17528,403,6622,0,16396,0,10,197,2005,-1,309,-301,-394,800,1399,997,944
"2024-09-08",6,18795,"A",19963,17147,407,6622,0,16396,0,10,125,2006,-2,247,-302,-354,796,1399,997,940
"2024-09-08",7,18399,"A",19606,16785,405,6622,0,16396,0,7,181,2006,-1,-183,-302,-214,495,1399,997,893
"2024-09-08",8,18024,"A",19288,16433,403,6622,0,16396,0,6,309,2005,-1,-184,-302,-271,483,1399,997,872
"2024-09-08",9,17913,"A",18962,16319,406,6622,0,16396,0,6,338,1934,-1,-3,-301,-238,624,1399,997,209
"2024-09-08",10,17830,"A",18942,16235,409,6622,0,16396,0,6,326,1931,-1,0,-302,-303,629,1399,997,166
"2024-09-08",11,17893,"A",19153,16320,418,6622,0,16396,0,6,308,1907,-1,-168,-301,-284,885,1399,997,307
"2024-09-08",12,17914,"A",19163,16312,426,6622,0,16396,0,6,178,1908,-1,-187,-302,-253,895,1399,997,328
"2024-09-08",13,18567,"A",19905,16940,440,6622,0,16396,0,6,56,1999,-1,-223,-302,-306,900,1399,997,714
"2024-09-08",14,18777,"A",19988,17125,453,6622,22,16396,0,6,-10,2005,-1,-223,-302,-179,900,1399,997,747
"2024-09-08",15,19621,"A",20628,17909,448,6622,191,16396,0,9,85,2005,-1,170,-301,-196,869,1399,997,971
"2024-09-08",16,20329,"A",21221,18504,443,6622,410,16396,0,10,45,2005,-1,245,-302,-79,868,1399,997,987
"2024-09-08",17,21689,"A",22501,19757,468,6622,787,16396,0,10,83,2005,-1,970,-301,0,772,1398,996,986
"2024-09-08",18,22417,"A",23227,20347,493,6622,1126,16396,0,10,-143,2004,-1,1015,-299,0,769,1399,997,987
"2024-09-08",19,23241,"A",24020,21113,526,6622,1587,16396,0,10,120,1901,-1,1012,-268,0,891,1398,997,986
"2024-09-08",20,23704,"A",24431,21488,559,6622,2066,16396,0,10,168,1894,-1,1010,-216,0,895,1398,994,986
"2024-09-08",21,23945,"A",24711,21664,602,6622,2895,16396,0,10,214,1810,-1,1010,-255,0,967,1398,921,987
"2024-09-08",22,24032,"A",24741,21728,644,6622,3483,16396,0,10,523,1805,-1,1011,-198,0,969,1398,916,986
"2024-09-08",23,24441,"A",25160,22131,675,6622,3923,16396,0,10,630,1783,-1,1051,-208,0,899,1398,917,987
"2024-09-08",24,24520,"A",25197,22206,706,6622,3559,16396,0,14,698,1778,-1,1051,-162,0,896,1398,918,986
"2024-09-08",25,24598,"A",25138,22271,756,6622,3729,16396,0,14,946,1524,-1,1051,-25,0,1015,1398,992,987
"2024-09-08",26,24399,"A",24925,22039,805,6622,4011,16396,0,14,1029,1511,-1,1050,-11,0,1019,1397,998,986
"2024-09-08",27,24246,"A",24869,21889,858,6622,4490,16396,0,14,773,1462,-1,1051,-108,0,1019,1397,997,986
"2024-09-08",28,24106,"A",24738,21790,911,6622,4544,16396,0,9,742,1460,-2,1051,-121,0,1019,1397,998,987
"2024-09-08",29,23877,"A",24508,21583,969,6622,4326,16396,0,9,731,1460,-1,1051,-121,0,1000,1397,998,987
"2024-09-08",30,23923,"A",24587,21659,1027,6622,4215,16396,0,12,832,1472,-1,1051,-121,-30,998,1397,997,986
"2024-09-08",31,24398,"A",25195,22100,1093,6622,3985,16396,0,9,908,1974,-1,1049,-121,-166,623,1397,997,980
"2024-09-08",32,25006,"A",25799,22685,1159,6622,3302,16396,0,13,1115,2005,-1,1048,-119,-160,608,1397,997,930
"2024-09-08",33,25347,"A",26064,23053,1215,6622,2610,16396,0,18,1585,2005,-1,807,-32,-24,653,1397,997,-142
"2024-09-08",34,26572,"A",27416,24231,1270,6622,1952,16396,0,18,1706,2006,-1,711,-66,0,654,1397,997,-259
"2024-09-08",35,27614,"A",29166,25206,1340,6622,1243,16396,0,18,2043,2005,-1,3,-59,0,799,1397,997,-974
"2024-09-08",36,28209,"A",29753,25757,1409,6622,813,16396,0,18,2229,2005,-1,0,22,0,804,1397,997,-1025
"2024-09-08",37,28390,"A",30762,25979,1466,6622,471,16396,0,13,2553,2005,-2,-775,139,0,820,1397,997,-1082
"2024-09-08",38,28533,"A",31092,26045,1522,6622,241,16396,0,13,2651,2005,-1,-968,56,0,820,1397,997,-1077
"2024-09-08",39,28405,"A",30553,26067,1578,6622,20,16396,0,10,2384,2005,-1,-837,-67,0,785,1397,997,-733
"2024-09-08",40,28123,"A",30289,25784,1634,6622,0,16396,0,10,2227,2006,-2,-829,-119,-1,783,1397,997,-705
"2024-09-08",41,27804,"A",29932,25518,1688,6622,0,16396,0,3,2163,2006,-1,-880,-145,-84,734,1397,998,-515
"2024-09-08",42,26809,"A",29126,24641,1742,6622,0,16396,0,6,2233,2006,-1,-881,-296,-131,732,1397,997,-502
"2024-09-08",43,25453,"A",27846,23401,1767,6622,0,16396,0,7,2411,2006,-2,-987,-410,-12,601,1397,997,-475
"2024-09-08",44,24300,"A",26572,22358,1791,6622,0,16396,0,9,2455,2006,-1,-988,-322,0,596,1397,997,-452
"2024-09-08",45,23223,"A",24820,21415,1831,6622,0,16396,0,10,2224,2006,-1,-718,-368,0,672,1397,997,305
"2024-09-08",46,21855,"A",23352,20201,1870,6622,0,16396,0,10,2239,2006,-2,-637,-348,0,676,1397,997,355
"2024-09-08",47,20625,"A",21404,19068,1899,6622,0,16396,0,11,2360,2005,-1,185,-267,0,987,1397,997,273
"2024-09-08",48,19580,"A",20463,18149,1927,6622,0,16396,0,265,2409,2005,-2,200,-116,0,996,1397,997,261
"2024-09-09",1,18774,"A",20146,17391,1927,6622,0,16396,0,87,2801,2006,-1,-668,-116,0,546,1397,997,78
"2024-09-09",2,18435,"A",20103,17079,1926,6622,0,16396,0,91,2780,2006,-2,-808,-267,0,527,1398,997,63
"2024-09-09",3,17983,"A",19952,16727,1965,6622,0,16396,0,533,2741,2007,-2,-647,-287,0,436,1398,997,1
"2024-09-09",4,17800,"A",19523,16584,2003,6622,0,16396,0,265,2466,2006,-1,-641,-302,0,433,1397,997,-14
"2024-09-09",5,17349,"A",19757,16166,2044,6622,0,16396,0,307,2605,2006,-2,-852,-275,0,482,1398,998,-472
"2024-09-09",6,16987,"A",19707,15889,2084,6622,0,16396,0,543,2633,2006,-1,-860,-301,0,487,1397,997,-515
"2024-09-09",7,16927,"A",20126,15700,2118,6622,0,16396,0,476,2447,2005,-2,-968,-301,0,976,1398,997,-952
"2024-09-09",8,16869,"A",20424,15602,2152,6622,0,16396,0,750,2633,2005,-2,-972,-301,-45,994,1398,997,-985
"2024-09-09",9,16861,"A",20636,15571,2181,6622,0,16396,0,694,2704,2005,-1,-1040,-301,-154,515,1398,997,-1085
"2024-09-09",10,16879,"A",20808,15581,2210,6622,0,16396,0,685,2726,2004,-1,-1045,-301,-305,494,1397,997,-1092
"2024-09-09",11,17332,"A",21153,16041,2212,6622,0,16396,0,603,2342,1874,-2,-1041,-301,-282,407,1397,998,-1092
"2024-09-09",12,18702,"A",22162,17216,2214,6622,0,16396,0,359,2660,1845,-1,-1043,-301,-155,392,1397,997,-1101
"2024-09-09",13,20474,"A",24156,18892,2197,6622,0,16396,0,52,3079,980,-1,-1041,-301,-36,-325,1397,998,-1426
"2024-09-09",14,22505,"A",26371,20712,2180,6622,3,16396,0,10,2869,911,-1,-1041,-364,-139,-364,1397,999,-1447
"2024-09-09",15,24729,"A",28545,22737,2167,6622,104,16396,0,1,2527,403,-2,-1019,-451,-291,-105,1397,999,-1447
"2024-09-09",16,26048,"A",29925,23841,2154,6622,359,16396,0,0,2457,384,-1,-1018,-451,-391,-69,1397,998,-1447
"2024-09-09",17,27312,"A",31100,24892,2195,6622,599,16396,0,0,1885,906,-1,-876,-451,-513,848,1397,997,-1447
"2024-09-09",18,27322,"A",31090,24885,2235,6622,920,16396,0,5,2016,940,-1,-838,-451,-530,908,1397,997,-1443
"2024-09-09",19,28081,"A",31243,25582,2309,6622,1358,16396,0,3,2028,996,-1,-415,-452,-530,1012,1397,997,-1261
"2024-09-09",20,28103,"A",31245,25513,2382,6622,1992,16396,0,6,2013,998,-1,-414,-451,-520,1016,1397,993,-1250
"2024-09-09",21,27457,"A",30504,24933,2396,6622,2749,16396,0,11,1632,929,-1,-320,-451,-403,878,1397,838,-1361
"2024-09-09",22,27158,"A",30044,24718,2409,6622,3315,16396,0,8,1868,926,-1,-315,-452,-253,873,1397,829,-1357
"2024-09-09",23,26753,"A",28668,24494,2434,6622,4253,16396,0,8,2099,995,-1,109,-450,-171,783,1397,844,-785
"2024-09-09",24,26307,"A",28023,24135,2458,6622,4558,16396,0,8,2233,989,-1,188,-422,-57,780,1397,848,-728
"2024-09-09",25,26011,"A",27028,23973,2482,6622,4880,16396,0,9,2346,625,-1,414,-342,-115,1011,1397,989,-50
"2024-09-09",26,25356,"A",26343,23309,2506,6622,5018,16396,0,207,2741,603,-1,406,-252,-22,1019,1397,994,-5
"2024-09-09",27,24583,"A",25486,22594,2535,6622,5273,16396,0,23,2629,744,-1,148,-252,0,1019,1397,858,-127
"2024-09-09",28,24045,"A",24976,22100,2563,6622,5912,16396,0,17,2708,755,-1,114,-252,-8,1019,1397,849,-153
"2024-09-09",29,23262,"A",25311,21302,2573,6622,5956,16396,0,16,2589,845,-1,-331,-252,-117,1000,1397,848,-832
"2024-09-09",30,22887,"A",25013,20896,2583,6622,5585,16396,0,13,2486,851,-1,-324,-252,-158,999,1397,848,-878
"2024-09-09",31,22746,"A",24436,20614,2538,6622,5143,16396,0,12,2354,899,-1,406,-252,-43,928,1397,803,-882
"2024-09-09",32,23635,"A",25388,21349,2493,6622,4561,16396,0,8,2172,901,-1,459,-252,-112,925,1397,801,-880
"2024-09-09",33,24891,"A",26445,22449,2362,6622,4046,16396,0,16,2010,948,-1,305,-230,-22,997,1397,846,-785
"2024-09-09",34,25789,"A",27246,23365,2231,6622,3331,16396,0,12,1921,950,-1,304,-182,0,999,1397,853,-762
"2024-09-09",35,27222,"A",28035,24825,2137,6622,2373,16396,0,9,2323,997,-1,164,-37,0,999,1397,988,-266
"2024-09-09",36,28252,"A",28951,25925,2042,6622,1733,16396,0,4,2938,999,-1,159,68,0,988,1397,997,-194
"2024-09-09",37,28909,"A",29410,26707,1951,6622,1159,16396,0,0,3187,999,-1,104,196,0,331,1397,988,815
"2024-09-09",38,29543,"A",30044,27382,1859,6622,472,16396,0,0,3560,1000,-1,102,200,0,297,1397,987,906
